15, 18, 26, 35, 42, 42
16, 20, 27, 35, 42, 38
17, 22, 28, 36, 41, 33
18, 23, 30, 37, 41, 28
20, 25, 32, 38, 40, 22
22, 27, 34, 39, 37, 20
57, 9,  5, 11, 18, 27
38, 3, 15, 23, 30, 37
46,  2, 17, 23, 30, 38
48,  6, 18, 24, 30, 39
49, 10, 20, 25, 32, 40
49, 15, 22, 27, 34, 42
55, 13, 19, 26, 34, 43
52, 12, 18, 23, 31, 40
50, 14, 19, 24, 31, 40
50, 16, 20, 25, 32, 41
50, 20, 22, 26, 33, 41
49, 28, 25, 27, 33, 41
43,  7, 17, 25, 33, 41
49, 11, 18, 24, 32, 41
50, 14, 19, 25, 32, 41
50, 17, 20, 26, 33, 42
50, 21, 23, 28, 34, 43
51, 31, 27, 31, 36, 44
56, 17, 21, 28, 35, 41
50, 18, 19, 24, 32, 40
49, 27, 24, 27, 33, 40
48, 33, 23, 25, 31, 38
46, 48, 19, 20, 26, 33
41, 50, 24, 22, 26, 33
55, 13, 16, 24, 33, 42
51, 12, 16, 23, 31, 41
50, 13, 17, 24, 32, 41
58, 11, 18, 26, 33, 42
50,  9, 14, 22, 30, 39
49,  8, 14, 23, 30, 40
49, 11, 16, 26, 35, 44
53,  9, 13, 22, 31, 41
51,  7, 14, 22, 30, 41
50, 12, 18, 26, 34, 43
50,  9, 14, 22, 30, 40
49,  8, 14, 22, 30, 39
44, 15, 24, 35, 43, 47
42, 22, 30, 38, 43, 46
43, 30, 34, 39, 44, 46
43, 35, 36, 40, 44, 46
43, 38, 38, 40, 43, 45
43, 39, 38, 40, 43, 44
25,  9, 19, 28, 37, 46
26, 17, 27, 34, 40, 48
34, 22, 29, 35, 42, 50
45, 23, 26, 32, 40, 48
51, 26, 25, 29, 37, 46
52, 31, 25, 28, 35, 44
51, 10, 18, 27, 36, 44
54,  8, 18, 26, 35, 44
54,  7, 17, 26, 35, 44
59,  2, 11, 21, 31, 40
50,  3, 13, 22, 31, 40
49,  4, 13, 22, 32, 40
47,  9, 19, 26, 35, 43
51, 10, 18, 25, 33, 42
51,  9, 17, 25, 33, 42
45, 10, 18, 26, 35, 43
50,  6, 15, 23, 33, 41
50,  5, 15, 23, 33, 42
43,  4, 15, 27, 38, 46
53,  6, 16, 24, 34, 43
52,  6, 15, 24, 34, 43
57,  8, 17, 24, 34, 43
51,  7, 16, 24, 34, 42
56, 16, 23, 29, 37, 45
53,  8, 17, 25, 34, 42
51,  7, 17, 25, 34, 42
50,  7, 17, 25, 34, 42
15, 18, 26, 35, 42, 42
16, 20, 27, 35, 42, 38
17, 22, 28, 36, 41, 33
18, 23, 30, 37, 41, 28
20, 25, 32, 38, 40, 22
22, 27, 34, 39, 37, 20
57, 9,  5, 11, 18, 27
38, 3, 15, 23, 30, 37
46,  2, 17, 23, 30, 38
48,  6, 18, 24, 30, 39
49, 10, 20, 25, 32, 40
49, 15, 22, 27, 34, 42
55, 13, 19, 26, 34, 43
52, 12, 18, 23, 31, 40
50, 14, 19, 24, 31, 40
50, 16, 20, 25, 32, 41
50, 20, 22, 26, 33, 41
49, 28, 25, 27, 33, 41
43,  7, 17, 25, 33, 41
49, 11, 18, 24, 32, 41
50, 14, 19, 25, 32, 41
50, 17, 20, 26, 33, 42
50, 21, 23, 28, 34, 43
51, 31, 27, 31, 36, 44
56, 17, 21, 28, 35, 41
50, 18, 19, 24, 32, 40
49, 27, 24, 27, 33, 40
48, 33, 23, 25, 31, 38
46, 48, 19, 20, 26, 33
41, 50, 24, 22, 26, 33
55, 13, 16, 24, 33, 42
51, 12, 16, 23, 31, 41
50, 13, 17, 24, 32, 41
51, 13, 16, 23, 31, 41
58, 11, 18, 26, 33, 42
50,  9, 14, 22, 30, 39
49,  8, 14, 23, 30, 40
49, 11, 16, 26, 35, 44
53,  9, 13, 22, 31, 41
51,  7, 14, 22, 30, 41
51,  6, 13, 21, 30, 41
50, 12, 18, 26, 34, 43
50,  9, 14, 22, 30, 40
